state,year,population_2011,district_count,total_cases,cases_per_100k,total_cases_lag1,total_cases_lag2,total_cases_lag3,total_deaths_lag1,cases_per_100k_lag1,cases_per_100k_lag2,cases_per_100k_lag3,deaths_per_100k_lag1,cases_rate_roll3,cases_yoy_change,rate_yoy_change,next_year_cases,next_year_rate,high_risk_next_year,selected_region
Himachal Pradesh,2004,6864602,10,126,1.8355033547465682,133,176,349,0,1.9374757633435993,2.563877701868222,5.084052942909145,0.0,3.1951354693736556,-0.05263157894736842,-0.05263157894736817,129,1.8792058155738673,0,no
Himachal Pradesh,2005,6864602,10,129,1.8792058155738673,126,133,176,0,1.8355033547465682,1.9374757633435993,2.563877701868222,0.0,2.1122856066527964,0.023809523809523808,0.02380952380952374,114,1.660693511437371,0,no
Himachal Pradesh,2006,6864602,10,114,1.660693511437371,129,126,133,0,1.8792058155738673,1.8355033547465682,1.9374757633435993,0.0,1.8840616445546783,-0.11627906976744186,-0.11627906976744189,104,1.5150186420130403,0,no
Himachal Pradesh,2007,6864602,10,104,1.5150186420130403,114,129,126,0,1.660693511437371,1.8792058155738673,1.8355033547465682,0.0,1.7918008939192689,-0.08771929824561403,-0.08771929824561406,146,2.1268530935952294,0,no
Himachal Pradesh,2008,6864602,10,146,2.1268530935952294,104,114,129,0,1.5150186420130403,1.660693511437371,1.8792058155738673,0.0,1.6849726563414265,0.40384615384615385,0.40384615384615374,192,2.7969574929471515,0,no
Himachal Pradesh,2009,6864602,10,192,2.7969574929471515,146,104,114,0,2.1268530935952294,1.5150186420130403,1.660693511437371,0.0,1.7675217490152135,0.3150684931506849,0.31506849315068514,210,3.0591722579109466,0,no
Himachal Pradesh,2010,6864602,10,210,3.0591722579109466,192,146,104,0,2.7969574929471515,2.1268530935952294,1.5150186420130403,0.0,2.1462764095184736,0.09375,0.09374999999999989,247,3.5981692747809704,0,no
Himachal Pradesh,2011,6864602,10,247,3.5981692747809704,210,192,146,0,3.0591722579109466,2.7969574929471515,2.1268530935952294,0.0,2.6609942814844425,0.1761904761904762,0.17619047619047615,216,3.1465771795655453,0,no
Himachal Pradesh,2012,6864602,10,216,3.1465771795655453,247,210,192,0,3.5981692747809704,3.0591722579109466,2.7969574929471515,0.0,3.151433008546356,-0.12550607287449392,-0.12550607287449383,141,2.054015658883064,0,no
Himachal Pradesh,2013,6864602,10,141,2.054015658883064,216,247,210,0,3.1465771795655453,3.5981692747809704,3.0591722579109466,0.0,3.267972904085821,-0.3472222222222222,-0.3472222222222224,102,1.4858836681281742,0,no
Himachal Pradesh,2014,6864602,10,102,1.4858836681281742,141,216,247,0,2.054015658883064,3.1465771795655453,3.5981692747809704,0.0,2.9329207044098595,-0.2765957446808511,-0.2765957446808509,60,0.8740492165459848,0,no
Himachal Pradesh,2015,6864602,10,60,0.8740492165459848,102,141,216,0,1.4858836681281742,2.054015658883064,3.1465771795655453,0.0,2.228825502192261,-0.4117647058823529,-0.411764705882353,106,1.5441536158979066,0,no
Himachal Pradesh,2016,6864602,10,106,1.5441536158979066,60,102,141,0,0.8740492165459848,1.4858836681281742,2.054015658883064,0.0,1.471316181185741,0.7666666666666667,0.7666666666666668,96,1.3984787464735757,0,no
Himachal Pradesh,2017,6864602,10,96,1.3984787464735757,106,60,102,0,1.5441536158979066,0.8740492165459848,1.4858836681281742,0.0,1.3013621668573552,-0.09433962264150944,-0.09433962264150945,98,1.4276137203584418,0,no
Himachal Pradesh,2018,6864602,10,98,1.4276137203584418,96,106,60,0,1.3984787464735757,1.5441536158979066,0.8740492165459848,0.0,1.2722271929724889,0.020833333333333332,0.020833333333333273,109,1.5878560767252057,0,no
Himachal Pradesh,2019,6864602,10,109,1.5878560767252057,98,96,106,0,1.4276137203584418,1.3984787464735757,1.5441536158979066,0.0,1.456748694243308,0.11224489795918367,0.11224489795918367,34,0.49529455604272465,0,no
Himachal Pradesh,2020,6864602,12,34,0.49529455604272465,109,98,96,0,1.5878560767252057,1.4276137203584418,1.3984787464735757,0.0,1.4713161811857411,-0.6880733944954128,-0.6880733944954128,15,0.2185123041364962,0,no
Himachal Pradesh,2021,6864602,12,15,0.2185123041364962,34,109,98,0,0.49529455604272465,1.5878560767252057,1.4276137203584418,0.0,1.1702547843754574,-0.5588235294117647,-0.5588235294117646,12,0.17480984330919697,0,no
Himachal Pradesh,2022,6864602,12,12,0.17480984330919697,15,34,109,0,0.2185123041364962,0.49529455604272465,1.5878560767252057,0.0,0.7672209789681421,-0.2,-0.19999999999999996,23,0.33505219967596084,0,no
Himachal Pradesh,2023,6864602,12,23,0.33505219967596084,12,15,34,0,0.17480984330919697,0.2185123041364962,0.49529455604272465,0.0,0.2962055678294726,0.9166666666666666,0.9166666666666666,0,0.0,0,no
Jammu And Kashmir,2003,12267032,10,320,2.6086179607259523,455,912,3045,0,3.7091286629072138,7.4345611880689635,24.822630282532888,0.0,11.988773377836354,-0.2967032967032967,-0.29670329670329676,250,2.0379827818171505,0,no
Jammu And Kashmir,2004,12267032,10,250,2.0379827818171505,320,455,912,0,2.6086179607259523,3.7091286629072138,7.4345611880689635,0.0,4.58410260390071,-0.21875,-0.2187499999999999,268,2.1847175421079847,0,no
Jammu And Kashmir,2005,12267032,10,268,2.1847175421079847,250,320,455,0,2.0379827818171505,2.6086179607259523,3.7091286629072138,0.0,2.7852431351501057,0.072,0.07199999999999969,164,1.3369167048720505,0,no
Jammu And Kashmir,2006,12267032,10,164,1.3369167048720505,268,250,320,0,2.1847175421079847,2.0379827818171505,2.6086179607259523,0.0,2.277106094883696,-0.3880597014925373,-0.38805970149253727,240,1.9564634705444643,0,no
Jammu And Kashmir,2007,12267032,10,240,1.9564634705444643,164,268,250,0,1.3369167048720505,2.1847175421079847,2.0379827818171505,0.0,1.8532056762657287,0.4634146341463415,0.4634146341463416,217,1.7689690546172865,0,no
Jammu And Kashmir,2008,12267032,14,217,1.7689690546172865,240,164,268,1,1.9564634705444643,1.3369167048720505,2.1847175421079847,0.008151931127268601,1.8260325725081665,-0.09583333333333334,-0.09583333333333335,346,2.820568170034936,0,no
Jammu And Kashmir,2009,12267032,14,346,2.820568170034936,217,240,164,1,1.7689690546172865,1.9564634705444643,1.3369167048720505,0.008151931127268601,1.6874497433446003,0.5944700460829493,0.5944700460829493,802,6.537848764069418,0,no
Jammu And Kashmir,2010,12267032,14,802,6.537848764069418,346,217,240,0,2.820568170034936,1.7689690546172865,1.9564634705444643,0.0,2.182000231732229,1.3179190751445087,1.3179190751445085,1091,8.893756859850043,0,no
Jammu And Kashmir,2011,12267032,14,1091,8.893756859850043,802,346,217,0,6.537848764069418,2.820568170034936,1.7689690546172865,0.0,3.7091286629072133,0.36034912718204487,0.36034912718204487,864,7.043268493960071,0,no
Jammu And Kashmir,2012,12267032,14,864,7.043268493960071,1091,802,346,0,8.893756859850043,6.537848764069418,2.820568170034936,0.0,6.084057931318132,-0.2080659945004583,-0.20806599450045826,698,5.690047926833483,0,no
Jammu And Kashmir,2013,12267032,14,698,5.690047926833483,864,1091,802,0,7.043268493960071,8.893756859850043,6.537848764069418,0.0,7.491624705959844,-0.19212962962962962,-0.19212962962962976,291,2.372211958035163,0,no
Jammu And Kashmir,2014,12267032,14,291,2.372211958035163,698,864,1091,0,5.690047926833483,7.043268493960071,8.893756859850043,0.0,7.209024426881199,-0.5830945558739254,-0.5830945558739254,216,1.7608171234900178,0,no
Jammu And Kashmir,2015,12267032,12,216,1.7608171234900178,291,698,864,0,2.372211958035163,5.690047926833483,7.043268493960071,0.0,5.035176126276239,-0.25773195876288657,-0.25773195876288657,242,1.9727673327990016,0,no
Jammu And Kashmir,2016,12267032,12,242,1.9727673327990016,216,291,698,0,1.7608171234900178,2.372211958035163,5.690047926833483,0.0,3.274359002786221,0.12037037037037036,0.12037037037037046,226,1.8423364347627036,0,no
Jammu And Kashmir,2017,12267032,12,226,1.8423364347627036,242,216,291,0,1.9727673327990016,1.7608171234900178,2.372211958035163,0.0,2.035265471441394,-0.06611570247933884,-0.06611570247933905,168,1.3695244293811248,0,no
Jammu And Kashmir,2018,12267032,12,168,1.3695244293811248,226,242,216,0,1.8423364347627036,1.9727673327990016,1.7608171234900178,0.0,1.858640297017241,-0.25663716814159293,-0.2566371681415929,105,0.855952768363203,0,no
Jammu And Kashmir,2019,12267032,12,105,0.855952768363203,168,226,242,0,1.3695244293811248,1.8423364347627036,1.9727673327990016,0.0,1.7282093989809433,-0.375,-0.375,37,0.3016214517089382,0,no
Jammu And Kashmir,2020,12267032,12,37,0.3016214517089382,105,168,226,0,0.855952768363203,1.3695244293811248,1.8423364347627036,0.0,1.3559378775023438,-0.6476190476190476,-0.6476190476190475,433,3.529786178107304,0,no
Jammu And Kashmir,2021,12267032,14,433,3.529786178107304,37,105,168,0,0.3016214517089382,0.855952768363203,1.3695244293811248,0.0,0.842366216484422,10.702702702702704,10.702702702702704,205,1.6711458810900632,0,no
Jammu And Kashmir,2022,12267032,13,205,1.6711458810900632,433,37,105,0,3.529786178107304,0.3016214517089382,0.855952768363203,0.0,1.562453466059815,-0.5265588914549654,-0.5265588914549654,44,0.35868496959981844,0,no
Jammu And Kashmir,2023,12267032,11,44,0.35868496959981844,205,433,37,0,1.6711458810900632,3.529786178107304,0.3016214517089382,0.0,1.8341845036354352,-0.7853658536585366,-0.7853658536585366,14,0.11412703578176042,0,no
Jharkhand,2003,32988134,22,118902,360.4386959262382,126589,130784,133453,31,383.74101426894896,396.45770809588686,404.54849613500414,0.09397318441837298,394.9157394999467,-0.06072407555158821,-0.060724075551588215,143722,435.6778713218517,1,no
Jharkhand,2004,32988134,22,143722,435.6778713218517,118902,126589,130784,13,360.4386959262382,383.74101426894896,396.45770809588686,0.03940810959480157,380.2124727636913,0.20874333484718507,0.2087433348471851,193144,585.4953784291042,1,no
Jharkhand,2005,32988134,22,193144,585.4953784291042,143722,118902,126589,40,435.6778713218517,360.4386959262382,383.74101426894896,0.12125572183015867,393.28586050567964,0.3438721977150332,0.34387219771503313,193888,587.7507348551452,1,no
Jharkhand,2006,32988134,22,193888,587.7507348551452,193144,143722,118902,21,585.4953784291042,435.6778713218517,360.4386959262382,0.06365925396083331,460.5373152257314,0.003852048212732469,0.0038520482127325103,184878,560.4378835129019,1,no
Jharkhand,2007,32988134,22,184878,560.4378835129019,193888,193144,143722,4,587.7507348551452,585.4953784291042,435.6778713218517,0.012125572183015867,536.3079948687003,-0.046470127083677176,-0.04647012708367733,214299,649.6244983120295,1,no
Jharkhand,2008,32988134,24,214299,649.6244983120295,184878,193888,193144,31,560.4378835129019,587.7507348551452,585.4953784291042,0.09397318441837298,577.8946655990504,0.15913737708110212,0.15913737708110237,230683,699.2908419736624,1,no
Jharkhand,2009,32988134,24,230683,699.2908419736624,214299,184878,193888,25,649.6244983120295,560.4378835129019,587.7507348551452,0.07578482614384918,599.2710388933589,0.07645392652322222,0.07645392652322212,199842,605.7996490495643,1,no
Jharkhand,2010,32988134,24,199842,605.7996490495643,230683,214299,184878,28,699.2908419736624,649.6244983120295,560.4378835129019,0.08487900528111109,636.4510745995312,-0.13369429043319186,-0.13369429043319184,160653,487.0023869795121,1,no
Jharkhand,2011,32988134,24,160653,487.0023869795121,199842,230683,214299,16,605.7996490495643,699.2908419736624,649.6244983120295,0.04850228873206347,651.5716631117521,-0.1960999189359594,-0.1960999189359594,131476,398.55543208354857,1,no
Jharkhand,2012,32988134,24,131476,398.55543208354857,160653,199842,230683,17,487.0023869795121,605.7996490495643,699.2908419736624,0.05153368177781745,597.3642926675797,-0.18161503364394066,-0.18161503364394072,97786,296.4278003720974,1,no
Jharkhand,2013,32988134,24,97786,296.4278003720974,131476,160653,199842,10,398.55543208354857,487.0023869795121,605.7996490495643,0.03031393045753967,497.11915603754164,-0.25624448568560043,-0.25624448568560043,103735,314.4615576012878,1,no
Jharkhand,2014,32988134,24,103735,314.4615576012878,97786,131476,160653,8,296.4278003720974,398.55543208354857,487.0023869795121,0.024251144366031735,393.995206478386,0.060836929621827254,0.06083692962182733,104800,317.68999119501575,1,no
Jharkhand,2015,32988134,24,104800,317.68999119501575,103735,97786,131476,8,314.4615576012878,296.4278003720974,398.55543208354857,0.024251144366031735,336.48159668564455,0.010266544560659372,0.010266544560659358,141414,428.68141617225155,1,no
Jharkhand,2016,32988134,24,141414,428.68141617225155,104800,103735,97786,6,317.68999119501575,314.4615576012878,296.4278003720974,0.0181883582745238,309.52644972280035,0.3493702290076336,0.3493702290076337,94114,285.2965251080889,1,no
Jharkhand,2017,32988134,24,94114,285.2965251080889,141414,104800,103735,15,428.68141617225155,317.68999119501575,314.4615576012878,0.045470895686309507,353.6109883228517,-0.3344789059074773,-0.33447890590747736,57095,173.07738594732274,1,no
Jharkhand,2018,32988134,24,57095,173.07738594732274,94114,141414,104800,0,285.2965251080889,428.68141617225155,317.68999119501575,0.0,343.8893108251187,-0.39334211700703403,-0.3933421170070341,37133,112.56471796798205,0,no
Jharkhand,2019,32988134,24,37133,112.56471796798205,57095,94114,141414,4,173.07738594732274,285.2965251080889,428.68141617225155,0.012125572183015867,295.68510907588774,-0.3496278132936334,-0.34962781329363346,16653,50.48178839094082,0,no
Jharkhand,2020,32988134,24,16653,50.48178839094082,37133,57095,94114,2,112.56471796798205,173.07738594732274,285.2965251080889,0.006062786091507934,190.31287634113121,-0.5515309832224706,-0.5515309832224705,6075,18.41571275295535,0,no
Jharkhand,2021,32988134,20,6075,18.41571275295535,16653,37133,57095,8,50.48178839094082,112.56471796798205,173.07738594732274,0.024251144366031735,112.04129743541519,-0.6352008647090615,-0.6352008647090615,8181,24.799826507313206,0,no
Jharkhand,2022,32988134,22,8181,24.799826507313206,6075,16653,37133,0,18.41571275295535,50.48178839094082,112.56471796798205,0.0,60.487406370626076,0.3466666666666667,0.3466666666666667,34087,103.33109475061549,0,no
Jharkhand,2023,32988134,24,34087,103.33109475061549,8181,6075,16653,3,24.799826507313206,18.41571275295535,50.48178839094082,0.0090941791372619,31.232442550403125,3.166605549443833,3.166605549443834,7669,23.247753267887173,0,no
Karnataka,2003,61095297,31,100220,164.038813003888,132584,197625,109118,33,217.01179388652452,323.47007004483504,178.6029454934968,0.054013977540693515,239.6949364749521,-0.24410185241054727,-0.24410185241054724,80961,132.51592835369965,0,no
Karnataka,2004,61095297,31,80961,132.51592835369965,100220,132584,197625,22,164.038813003888,217.01179388652452,323.47007004483504,0.036009318360462346,234.84022564508254,-0.1921672320894033,-0.1921672320894032,83181,136.14959593370992,0,no
Karnataka,2005,61095297,31,83181,136.14959593370992,80961,100220,132584,27,132.51592835369965,164.038813003888,217.01179388652452,0.044193254351476516,171.18884508137072,0.027420609923296403,0.027420609923296226,62842,102.85898110946249,0,no
Karnataka,2006,61095297,31,62842,102.85898110946249,83181,80961,100220,26,136.14959593370992,132.51592835369965,164.038813003888,0.04255646715327368,144.2347790970992,-0.24451497337132277,-0.24451497337132272,49355,80.78363216730087,0,no
Karnataka,2007,61095297,31,49355,80.78363216730087,62842,83181,80961,32,102.85898110946249,136.14959593370992,132.51592835369965,0.05237719034249068,123.84150179895737,-0.21461761242481142,-0.21461761242481148,47344,77.49205311171497,0,no
Karnataka,2008,61095297,33,47344,77.49205311171497,49355,62842,83181,18,80.78363216730087,102.85898110946249,136.14959593370992,0.02946216956765101,106.59740307015777,-0.040745618478370986,-0.040745618478370986,36859,60.33033933855825,0,no
Karnataka,2009,61095297,33,36859,60.33033933855825,47344,49355,62842,8,77.49205311171497,80.78363216730087,102.85898110946249,0.01309429758562267,87.04488879615944,-0.22146417708685368,-0.22146417708685376,44319,72.5407718371514,0,no
Karnataka,2010,61095297,34,44319,72.5407718371514,36859,47344,49355,0,60.33033933855825,77.49205311171497,80.78363216730087,0.0,72.86867487252469,0.20239290268319812,0.20239290268319832,24237,39.670811322842084,0,no
Karnataka,2011,61095297,34,24237,39.670811322842084,44319,36859,47344,11,72.5407718371514,60.33033933855825,77.49205311171497,0.018004659180231173,70.12105476247487,-0.4531239423272186,-0.4531239423272186,16466,26.95133800560786,0,no
Karnataka,2012,61095297,34,16466,26.95133800560786,24237,44319,36859,0,39.670811322842084,72.5407718371514,60.33033933855825,0.0,57.513974166183914,-0.3206254899533771,-0.32062548995337714,13302,21.772543310494097,0,no
Karnataka,2013,61095297,34,13302,21.772543310494097,16466,24237,44319,0,26.95133800560786,39.670811322842084,72.5407718371514,0.0,46.38764038853378,-0.19215352848293454,-0.1921535284829344,14794,24.214629810212724,0,no
Karnataka,2014,61095297,34,14794,24.214629810212724,13302,16466,24237,0,21.772543310494097,26.95133800560786,39.670811322842084,0.0,29.464897546314678,0.11216358442339498,0.11216358442339493,12445,20.36981668163427,0,no
Karnataka,2015,61095297,34,12445,20.36981668163427,14794,13302,16466,2,24.214629810212724,21.772543310494097,26.95133800560786,0.0032735743964056674,24.312837042104892,-0.15878058672434772,-0.15878058672434764,11078,18.13232858169099,0,no
Karnataka,2016,61095297,35,11078,18.13232858169099,12445,14794,13302,0,20.36981668163427,24.214629810212724,21.772543310494097,0.0,22.118996600780363,-0.10984331056649256,-0.10984331056649274,7381,12.081126309935117,0,no
Karnataka,2017,61095297,35,7381,12.081126309935117,11078,12445,14794,0,18.13232858169099,20.36981668163427,24.214629810212724,0.0,20.90559169117933,-0.333724499007041,-0.3337244990070409,5721,9.364059560918413,0,no
Karnataka,2018,61095297,35,5721,9.364059560918413,7381,11078,12445,0,12.081126309935117,18.13232858169099,20.36981668163427,0.0,16.861090524420124,-0.22490177482725918,-0.22490177482725915,3499,5.727118406511715,0,no
Karnataka,2019,61095297,35,3499,5.727118406511715,5721,7381,11078,0,9.364059560918413,12.081126309935117,18.13232858169099,0.0,13.19250481751484,-0.3883936374759657,-0.3883936374759659,1701,2.7841750241430203,0,no
Karnataka,2020,61095297,34,1701,2.7841750241430203,3499,5721,7381,0,5.727118406511715,9.364059560918413,12.081126309935117,0.0,9.05743475912175,-0.5138611031723349,-0.5138611031723349,8697,14.235138262770047,0,no
Karnataka,2021,61095297,39,8697,14.235138262770047,1701,3499,5721,1,2.7841750241430203,5.727118406511715,9.364059560918413,0.0016367871982028337,5.95845099719105,4.112874779541446,4.112874779541446,11135,18.225625451988556,0,no
Karnataka,2022,61095297,38,11135,18.225625451988556,8697,1701,3499,2,14.235138262770047,2.7841750241430203,5.727118406511715,0.0032735743964056674,7.582143897808261,0.28032654938484536,0.28032654938484536,275,0.45011647950577927,0,no
Karnataka,2023,61095297,36,275,0.45011647950577927,11135,8697,1701,1,18.225625451988556,14.235138262770047,2.7841750241430203,0.0016367871982028337,11.748312912967208,-0.9753030983385721,-0.975303098338572,89,0.14567406064005223,0,no
Kerala,2003,33406061,14,2575,7.708182057142265,3360,2289,2940,8,10.058055033785635,6.852049991766464,8.80079815456243,0.02394775008044199,8.570301060038176,-0.23363095238095238,-0.23363095238095238,2790,8.351777840554144,0,no
Kerala,2004,33406061,14,2790,8.351777840554144,2575,3360,2289,7,7.708182057142265,10.058055033785635,6.852049991766464,0.02095428132038674,8.206095694231456,0.08349514563106795,0.08349514563106801,2554,7.645319213181105,0,no
Kerala,2005,33406061,14,2554,7.645319213181105,2790,2575,3360,12,8.351777840554144,7.708182057142265,10.058055033785635,0.035921625120662985,8.706004977160681,-0.08458781362007169,-0.08458781362007166,2131,6.379081927677735,0,no
Kerala,2006,33406061,14,2131,6.379081927677735,2554,2790,2575,6,7.645319213181105,8.351777840554144,7.708182057142265,0.017960812560331493,7.901759703625838,-0.16562255285826155,-0.16562255285826158,1927,5.768414300626464,0,no
Kerala,2007,33406061,14,1927,5.768414300626464,2131,2554,2790,6,6.379081927677735,7.645319213181105,8.351777840554144,0.017960812560331493,7.458726327137661,-0.0957297043641483,-0.0957297043641483,1804,5.400217643139668,0,no
Kerala,2008,33406061,14,1804,5.400217643139668,1927,2131,2554,6,5.768414300626464,6.379081927677735,7.645319213181105,0.017960812560331493,6.597605147161768,-0.06382978723404255,-0.0638297872340426,2046,6.124637083073038,0,no
Kerala,2009,33406061,14,2046,6.124637083073038,1804,1927,2131,4,5.400217643139668,5.768414300626464,6.379081927677735,0.011973875040220995,5.849237957147956,0.13414634146341464,0.1341463414634146,2299,6.881984679367017,0,no
Kerala,2010,33406061,14,2299,6.881984679367017,2046,1804,1927,5,6.124637083073038,5.400217643139668,5.768414300626464,0.014967343800276244,5.76442300894639,0.12365591397849462,0.12365591397849479,1993,5.965983238790111,0,no
Kerala,2011,33406061,14,1993,5.965983238790111,2299,2046,1804,7,6.881984679367017,6.124637083073038,5.400217643139668,0.02095428132038674,6.135613135193242,-0.1331013484123532,-0.1331013484123532,2036,6.094702395472487,0,no
Kerala,2012,33406061,14,2036,6.094702395472487,1993,2299,2046,2,5.965983238790111,6.881984679367017,6.124637083073038,0.0059869375201104975,6.324201667076721,0.021575514300050176,0.021575514300050187,1634,4.8913279539302765,0,no
Kerala,2013,33406061,14,1634,4.8913279539302765,2036,1993,2299,3,6.094702395472487,5.965983238790111,6.881984679367017,0.008980406280165746,6.314223437876538,-0.1974459724950884,-0.1974459724950884,1751,5.24156379885674,0,no
Kerala,2014,33406061,14,1751,5.24156379885674,1634,2036,1993,0,4.8913279539302765,6.094702395472487,5.965983238790111,0.0,5.650671196064291,0.07160342717258263,0.0716034271725825,1549,4.63688310932558,0,no
Kerala,2015,33406061,14,1549,4.63688310932558,1751,1634,2036,6,5.24156379885674,4.8913279539302765,6.094702395472487,0.017960812560331493,5.409198049419834,-0.11536264991433466,-0.11536264991433469,1547,4.63089617180547,0,no
Kerala,2016,33406061,14,1547,4.63089617180547,1549,1751,1634,4,4.63688310932558,5.24156379885674,4.8913279539302765,0.011973875040220995,4.9232582873708655,-0.0012911555842479018,-0.0012911555842477066,1192,3.5682147619858564,0,no
Kerala,2017,33406061,14,1192,3.5682147619858564,1547,1549,1751,2,4.63089617180547,4.63688310932558,5.24156379885674,0.0059869375201104975,4.836447693329263,-0.22947640594699417,-0.22947640594699426,908,2.718069634130166,0,no
Kerala,2018,33406061,14,908,2.718069634130166,1192,1547,1549,2,3.5682147619858564,4.63089617180547,4.63688310932558,0.0059869375201104975,4.278664681038969,-0.23825503355704697,-0.2382550335570469,656,1.9637155065962433,0,no
Kerala,2019,33406061,14,656,1.9637155065962433,908,1192,1547,0,2.718069634130166,3.5682147619858564,4.63089617180547,0.0,3.6390601893071644,-0.2775330396475771,-0.2775330396475771,268,0.8022496276948067,0,no
Kerala,2020,33406061,14,268,0.8022496276948067,656,908,1192,0,1.9637155065962433,2.718069634130166,3.5682147619858564,0.0,2.749999967570755,-0.5914634146341463,-0.5914634146341464,213,0.637608845891768,0,no
Kerala,2021,33406061,10,213,0.637608845891768,268,656,908,1,0.8022496276948067,1.9637155065962433,2.718069634130166,0.0029934687600552488,1.8280115894737385,-0.20522388059701493,-0.20522388059701488,404,1.2093613790623206,0,no
Kerala,2022,33406061,12,404,1.2093613790623206,213,268,656,1,0.637608845891768,0.8022496276948067,1.9637155065962433,0.0029934687600552488,1.1345246600609393,0.8967136150234741,0.8967136150234741,569,1.7032837244714367,0,no
Kerala,2023,33406061,14,569,1.7032837244714367,404,213,268,0,1.2093613790623206,0.637608845891768,0.8022496276948067,0.0,0.8830732842162984,0.4084158415841584,0.4084158415841585,168,0.5029027516892818,0,no
Lakshadweep,2003,64473,1,6,9.306221208878135,8,0,5,0,12.408294945170846,0.0,7.7551843407317795,0.0,6.721159761967542,-0.25,-0.24999999999999997,2,3.1020737362927115,0,no
Lakshadweep,2004,64473,1,2,3.1020737362927115,6,8,0,0,9.306221208878135,12.408294945170846,0.0,0.0,7.23817205134966,-0.6666666666666666,-0.6666666666666667,0,0.0,0,no
Lakshadweep,2005,64473,1,0,0.0,2,6,8,0,3.1020737362927115,9.306221208878135,12.408294945170846,0.0,8.272196630113898,-1.0,-1.0,0,0.0,0,no
Lakshadweep,2006,64473,1,0,0.0,0,2,6,0,0.0,3.1020737362927115,9.306221208878135,0.0,4.136098315056949,nan,nan,0,0.0,0,no
Lakshadweep,2007,64473,1,0,0.0,0,0,2,0,0.0,0.0,3.1020737362927115,0.0,1.0340245787642373,nan,nan,0,0.0,0,no
Lakshadweep,2008,64473,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,8,12.408294945170846,0,no
Lakshadweep,2009,64473,1,8,12.408294945170846,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,6,9.306221208878135,0,no
Lakshadweep,2010,64473,1,6,9.306221208878135,8,0,0,0,12.408294945170846,0.0,0.0,0.0,4.136098315056949,-0.25,-0.24999999999999997,8,12.408294945170846,0,no
Lakshadweep,2011,64473,1,8,12.408294945170846,6,8,0,0,9.306221208878135,12.408294945170846,0.0,0.0,7.23817205134966,0.3333333333333333,0.33333333333333326,9,13.9593318133172,0,no
Lakshadweep,2012,64473,1,9,13.9593318133172,8,6,8,0,12.408294945170846,9.306221208878135,12.408294945170846,0.0,11.374270366406611,0.125,0.12499999999999992,8,12.408294945170846,0,no
Lakshadweep,2013,64473,1,8,12.408294945170846,9,8,6,0,13.9593318133172,12.408294945170846,9.306221208878135,0.0,11.891282655788729,-0.1111111111111111,-0.11111111111111104,0,0.0,0,no
Lakshadweep,2014,64473,1,0,0.0,8,9,8,0,12.408294945170846,13.9593318133172,12.408294945170846,0.0,12.925307234552966,-1.0,-1.0,4,6.204147472585423,0,no
Lakshadweep,2015,64473,1,4,6.204147472585423,0,8,9,0,0.0,12.408294945170846,13.9593318133172,0.0,8.789208919496016,nan,nan,2,3.1020737362927115,0,no
Lakshadweep,2016,64473,1,2,3.1020737362927115,4,0,8,0,6.204147472585423,0.0,12.408294945170846,0.0,6.204147472585423,-0.5,-0.5,1,1.5510368681463558,0,no
Lakshadweep,2017,64473,1,1,1.5510368681463558,2,4,0,0,3.1020737362927115,6.204147472585423,0.0,0.0,3.1020737362927115,-0.5,-0.5,5,7.7551843407317795,0,no
Lakshadweep,2018,64473,1,5,7.7551843407317795,1,2,4,0,1.5510368681463558,3.1020737362927115,6.204147472585423,0.0,3.61908602567483,4.0,4.000000000000001,11,17.061405549609916,0,no
Lakshadweep,2019,64473,1,11,17.061405549609916,5,1,2,0,7.7551843407317795,1.5510368681463558,3.1020737362927115,0.0,4.136098315056949,1.2,1.2,6,9.306221208878135,0,no
Lakshadweep,2020,64473,1,6,9.306221208878135,11,5,1,0,17.061405549609916,7.7551843407317795,1.5510368681463558,0.0,8.789208919496017,-0.45454545454545453,-0.4545454545454546,0,0.0,0,no
Lakshadweep,2023,64473,1,0,0.0,6,11,5,0,9.306221208878135,17.061405549609916,7.7551843407317795,0.0,11.374270366406611,-1.0,-1.0,0,0.0,0,no
Madhya Pradesh,2003,72626809,45,99708,137.28814658509918,108818,183118,194689,30,149.83172398500946,252.13554405233472,268.0676773228464,0.041307060592459734,223.3449817867302,-0.08371776728114834,-0.08371776728114835,132094,181.8804953966792,1,no
Madhya Pradesh,2004,72626809,45,132094,181.8804953966792,99708,108818,183118,22,137.28814658509918,149.83172398500946,252.13554405233472,0.03029184443447047,179.75180487414778,0.32480844064668835,0.32480844064668823,104317,143.63428799412074,0,no
Madhya Pradesh,2005,72626809,45,104317,143.63428799412074,132094,99708,108818,36,181.8804953966792,137.28814658509918,149.83172398500946,0.04956847271095169,156.3334553222626,-0.21028207185791936,-0.21028207185791936,96160,132.40289821903093,0,no
Madhya Pradesh,2006,72626809,48,96160,132.40289821903093,104317,132094,99708,44,143.63428799412074,181.8804953966792,137.28814658509918,0.06058368886894094,154.2676433252997,-0.07819434991420382,-0.07819434991420388,90829,125.06263355175085,0,no
