state,year,population_2011,district_count,total_cases,cases_per_100k,total_cases_lag1,total_cases_lag2,total_cases_lag3,total_deaths_lag1,cases_per_100k_lag1,cases_per_100k_lag2,cases_per_100k_lag3,deaths_per_100k_lag1,cases_rate_roll3,cases_yoy_change,rate_yoy_change,next_year_cases,next_year_rate,high_risk_next_year,selected_region
Chhattisgarh,2010,25545198,16,120871,473.1652500794866,129397,81369,147525,11,506.54138597790467,318.52953341759184,577.5057997201666,0.04306093066884821,467.52557303855434,-0.0658902447506511,-0.06589024475065089,136899,535.9089406940592,1,no
Chhattisgarh,2011,25545198,18,136899,535.9089406940592,120871,129397,81369,47,473.1652500794866,506.54138597790467,318.52953341759184,0.183987612857806,432.7453898249944,0.13260418131727214,0.13260418131727197,120064,470.00614362041745,1,no
Chhattisgarh,2012,25545198,25,120064,470.00614362041745,136899,120871,129397,42,535.9089406940592,473.1652500794866,506.54138597790467,0.16441446255378409,505.20519225048355,-0.12297387124814645,-0.12297387124814638,110145,431.17692804729876,1,no
Chhattisgarh,2013,25545198,27,110145,431.17692804729876,120064,136899,120871,90,470.00614362041745,535.9089406940592,473.1652500794866,0.35231670547239446,493.0267781313211,-0.0826142723880597,-0.08261427238805973,124891,488.90206292392014,1,no
Chhattisgarh,2014,25545198,25,124891,488.90206292392014,110145,120064,136899,43,431.17692804729876,470.00614362041745,535.9089406940592,0.16832909261458848,479.0306707872585,0.13387806981705933,0.13387806981705921,144886,567.1750909897039,1,no
Chhattisgarh,2015,25545198,27,144886,567.1750909897039,124891,110145,120064,49,488.90206292392014,431.17692804729876,470.00614362041745,0.19181687297941477,463.3617115305454,0.16009960685717947,0.16009960685717972,145623,570.0601733445167,1,no
Chhattisgarh,2016,25545198,25,145623,570.0601733445167,144886,124891,110145,21,567.1750909897039,488.90206292392014,431.17692804729876,0.08220723127689204,495.7513606536409,0.005086757864804053,0.005086757864803939,140727,550.8941445668183,1,no
Chhattisgarh,2017,25545198,27,140727,550.8941445668183,145623,144886,124891,59,570.0601733445167,567.1750909897039,488.90206292392014,0.2309631735874586,542.0457757527136,-0.033621062606868424,-0.03362106260686854,76974,301.32473430035657,1,no
Chhattisgarh,2018,25545198,25,76974,301.32473430035657,140727,145623,144886,81,550.8941445668183,570.0601733445167,567.1750909897039,0.317085034925155,562.7098029670129,-0.453026071755953,-0.45302607175595294,59563,233.1671103116915,1,no
Chhattisgarh,2019,25545198,25,59563,233.1671103116915,76974,140727,145623,37,301.32473430035657,550.8941445668183,570.0601733445167,0.14484131224976216,474.0930174038972,-0.22619326006183907,-0.22619326006183896,36052,141.1302429521196,0,no
Chhattisgarh,2020,25545198,25,36052,141.1302429521196,59563,76974,140727,31,233.1671103116915,301.32473430035657,550.8941445668183,0.12135353188493586,361.7953297262888,-0.39472491311720365,-0.39472491311720376,25655,100.42983420993644,0,no
Chhattisgarh,2021,25545198,21,25655,100.42983420993644,36052,59563,76974,28,141.1302429521196,233.1671103116915,301.32473430035657,0.10960964170252271,225.20736252138923,-0.2883889936758016,-0.28838899367580156,27716,108.49788676525428,0,no
Chhattisgarh,2022,25545198,23,27716,108.49788676525428,25655,36052,59563,31,100.42983420993644,141.1302429521196,233.1671103116915,0.12135353188493586,158.24239582458253,0.08033521730656792,0.08033521730656792,31332,122.65318906512293,0,no
Chhattisgarh,2023,25545198,29,31332,122.65318906512293,27716,25655,36052,19,108.49788676525428,100.42983420993644,141.1302429521196,0.07437797115528327,116.6859879757701,0.13046615673257325,0.13046615673257328,8217,32.166515209629615,0,no
D & N Haveli,2003,343709,1,468,136.161694922158,493,848,2415,0,143.43528973637584,246.7203360982692,702.6292590534434,0.0,364.2616282960295,-0.05070993914807302,-0.050709939148072945,787,228.97276475157764,1,no
D & N Haveli,2004,343709,1,787,228.97276475157764,468,493,848,0,136.161694922158,143.43528973637584,246.7203360982692,0.0,175.43910691893436,0.6816239316239316,0.6816239316239314,1166,339.24046213512014,1,no
D & N Haveli,2005,343709,1,1166,339.24046213512014,787,468,493,0,228.97276475157764,136.161694922158,143.43528973637584,0.0,169.5232498033705,0.4815756035578145,0.4815756035578146,3786,1101.51319866515,1,no
D & N Haveli,2006,343709,1,3786,1101.51319866515,1166,787,468,0,339.24046213512014,228.97276475157764,136.161694922158,0.0,234.79164060295193,2.2469982847341337,2.2469982847341337,3780,1099.7675359097375,1,no
D & N Haveli,2007,343709,1,3780,1099.7675359097375,3786,1166,787,0,1101.51319866515,339.24046213512014,228.97276475157764,0.0,556.5754751839493,-0.001584786053882726,-0.0015847860538828946,15680,4561.99866747743,1,no
D & N Haveli,2008,343709,2,15680,4561.99866747743,3780,3786,1166,0,1099.7675359097375,1101.51319866515,339.24046213512014,0.0,846.8403989033359,3.1481481481481484,3.1481481481481484,3408,991.5364450741761,1,no
D & N Haveli,2009,343709,1,3408,991.5364450741761,15680,3780,3786,0,4561.99866747743,1099.7675359097375,1101.51319866515,0.0,2254.426467350773,-0.7826530612244897,-0.7826530612244897,21803,6343.447509375663,1,no
D & N Haveli,2010,343709,2,21803,6343.447509375663,3408,15680,3780,0,991.5364450741761,4561.99866747743,1099.7675359097375,0.0,2217.7675494871146,5.397593896713615,5.397593896713614,5150,1498.3605317288752,1,no
D & N Haveli,2011,343709,1,5150,1498.3605317288752,21803,3408,15680,0,6343.447509375663,991.5364450741761,4561.99866747743,0.0,3965.660873975756,-0.7637939733064257,-0.7637939733064257,8211,2388.939480781708,1,no
D & N Haveli,2012,343709,2,8211,2388.939480781708,5150,21803,3408,0,1498.3605317288752,6343.447509375663,991.5364450741761,0.0,2944.448162059571,0.5943689320388349,0.5943689320388351,1778,517.2980631871728,1,no
D & N Haveli,2013,343709,1,1778,517.2980631871728,8211,5150,21803,1,2388.939480781708,1498.3605317288752,6343.447509375663,0.29094379256871367,3410.249173962082,-0.783461210571185,-0.783461210571185,4047,1177.4495285255841,1,no
D & N Haveli,2014,343709,2,4047,1177.4495285255841,1778,8211,5150,0,517.2980631871728,2388.939480781708,1498.3605317288752,0.0,1468.1993585659186,1.2761529808773904,1.2761529808773904,418,121.6145052937223,0,no
D & N Haveli,2015,343709,1,418,121.6145052937223,4047,1778,8211,1,1177.4495285255841,517.2980631871728,2388.939480781708,0.29094379256871367,1361.2290241648216,-0.8967136150234741,-0.8967136150234742,2312,672.662048418866,1,no
D & N Haveli,2016,343709,2,2312,672.662048418866,418,4047,1778,0,121.6145052937223,1177.4495285255841,517.2980631871728,0.0,605.454032335493,4.5311004784688995,4.5311004784688995,290,84.37369984492696,0,no
D & N Haveli,2017,343709,1,290,84.37369984492696,2312,418,4047,0,672.662048418866,121.6145052937223,1177.4495285255841,0.0,657.2420274127242,-0.8745674740484429,-0.8745674740484429,1618,470.74705637617865,1,no
D & N Haveli,2018,343709,2,1618,470.74705637617865,290,2312,418,0,84.37369984492696,672.662048418866,121.6145052937223,0.0,292.8834178525051,4.5793103448275865,4.579310344827586,681,198.13272273929402,1,no
Daman & Diu,2003,243247,2,141,57.965771417530334,173,87,132,0,71.12112379597693,35.766114278901696,54.26582856109222,0.0,53.71768887865695,-0.18497109826589594,-0.18497109826589586,118,48.51036189552184,0,no
Daman & Diu,2004,243247,2,118,48.51036189552184,141,173,87,0,57.965771417530334,71.12112379597693,35.766114278901696,0.0,54.95100316413632,-0.16312056737588654,-0.16312056737588654,104,42.75489522995145,0,no
Daman & Diu,2005,243247,2,104,42.75489522995145,118,141,173,0,48.51036189552184,57.965771417530334,71.12112379597693,0.0,59.1990857030097,-0.11864406779661017,-0.11864406779661019,140,57.554666655703876,0,no
Daman & Diu,2006,243247,2,140,57.554666655703876,104,118,141,0,42.75489522995145,48.51036189552184,57.965771417530334,0.0,49.743676181001206,0.34615384615384615,0.34615384615384615,99,40.69937142081917,0,no
Daman & Diu,2007,243247,2,99,40.69937142081917,140,104,118,0,57.554666655703876,42.75489522995145,48.51036189552184,0.0,49.606641260392394,-0.29285714285714287,-0.29285714285714287,115,47.277047610042466,0,no
Daman & Diu,2008,243247,2,115,47.277047610042466,99,140,104,0,40.69937142081917,57.554666655703876,42.75489522995145,0.0,47.00297776882483,0.16161616161616163,0.16161616161616155,97,39.87716189716626,0,no
Daman & Diu,2009,243247,2,97,39.87716189716626,115,99,140,0,47.277047610042466,40.69937142081917,57.554666655703876,0.0,48.51036189552184,-0.1565217391304348,-0.15652173913043466,204,83.86537141259707,0,no
Daman & Diu,2010,243247,2,204,83.86537141259707,97,115,99,0,39.87716189716626,47.277047610042466,40.69937142081917,0.0,42.61786030934263,1.1030927835051547,1.1030927835051543,262,107.70944759853154,0,no
Daman & Diu,2011,243247,2,262,107.70944759853154,204,97,115,0,83.86537141259707,39.87716189716626,47.277047610042466,0.0,57.0065269732686,0.28431372549019607,0.2843137254901962,186,76.46548569972086,0,no
Daman & Diu,2012,243247,2,186,76.46548569972086,262,204,97,0,107.70944759853154,83.86537141259707,39.87716189716626,0.0,77.15066030276496,-0.2900763358778626,-0.29007633587786263,91,37.41053332620752,0,no
Daman & Diu,2013,243247,2,91,37.41053332620752,186,262,204,0,76.46548569972086,107.70944759853154,83.86537141259707,0.0,89.34676823694981,-0.510752688172043,-0.510752688172043,56,23.02186666228155,0,no
Daman & Diu,2014,243247,2,56,23.02186666228155,91,186,262,0,37.41053332620752,76.46548569972086,107.70944759853154,0.0,73.8618222081533,-0.38461538461538464,-0.38461538461538464,84,34.53279999342232,0,no
Daman & Diu,2015,243247,2,84,34.53279999342232,56,91,186,0,23.02186666228155,37.41053332620752,76.46548569972086,0.0,45.63262856273664,0.5,0.49999999999999994,48,19.733028567669898,0,no
Daman & Diu,2016,243247,2,48,19.733028567669898,84,56,91,0,34.53279999342232,23.02186666228155,37.41053332620752,0.0,31.655066660637132,-0.42857142857142855,-0.4285714285714286,38,15.621980949405335,0,no
Daman & Diu,2017,243247,2,38,15.621980949405335,48,84,56,0,19.733028567669898,34.53279999342232,23.02186666228155,0.0,25.762565074457925,-0.20833333333333334,-0.20833333333333334,24,9.866514283834949,0,no
Daman & Diu,2018,243247,2,24,9.866514283834949,38,48,84,0,15.621980949405335,19.733028567669898,34.53279999342232,0.0,23.29593650349919,-0.3684210526315789,-0.3684210526315789,8,3.2888380946116498,0,no
Delhi,2003,16787941,1,839,4.997634909486518,694,1484,2631,0,4.13391969866942,8.839678433466021,15.671963583860583,0.0,9.548520571998674,0.20893371757925072,0.20893371757925078,1316,7.838960120243453,0,no
Delhi,2004,16787941,1,1316,7.838960120243453,839,694,1484,0,4.997634909486518,4.13391969866942,8.839678433466021,0.0,5.9904110138739854,0.5685339690107271,0.568533969010727,1133,6.748891957626013,0,no
Delhi,2005,16787941,1,1133,6.748891957626013,1316,839,694,0,7.838960120243453,4.997634909486518,4.13391969866942,0.0,5.656838242799797,-0.13905775075987842,-0.13905775075987833,928,5.527777349229426,0,no
Delhi,2006,16787941,1,928,5.527777349229426,1133,1316,839,0,6.748891957626013,7.838960120243453,4.997634909486518,0.0,6.528495662451995,-0.18093556928508384,-0.18093556928508384,182,1.084111505991116,0,no
Delhi,2007,16787941,1,182,1.084111505991116,928,1133,1316,0,5.527777349229426,6.748891957626013,7.838960120243453,0.0,6.705209809032964,-0.8038793103448276,-0.8038793103448276,253,1.5070341264601776,0,no
Delhi,2008,16787941,1,253,1.5070341264601776,182,928,1133,0,1.084111505991116,5.527777349229426,6.748891957626013,0.0,4.453593604282185,0.3901098901098901,0.3901098901098901,169,1.0066749698488935,0,no
Delhi,2009,16787941,1,169,1.0066749698488935,253,182,928,0,1.5070341264601776,1.084111505991116,5.527777349229426,0.0,2.70630766056024,-0.33201581027667987,-0.33201581027667976,251,1.495120813207528,0,no
Delhi,2010,16787941,1,251,1.495120813207528,169,253,182,0,1.0066749698488935,1.5070341264601776,1.084111505991116,0.0,1.1992735341000624,0.48520710059171596,0.4852071005917158,413,2.4600991866721476,0,no
Delhi,2011,16787941,1,413,2.4600991866721476,251,169,253,0,1.495120813207528,1.0066749698488935,1.5070341264601776,0.0,1.3362766365055332,0.6454183266932271,0.6454183266932271,382,2.2754428312560786,0,no
Delhi,2012,16787941,1,382,2.2754428312560786,413,251,169,0,2.4600991866721476,1.495120813207528,1.0066749698488935,0.0,1.6539649899095228,-0.07506053268765134,-0.07506053268765124,353,2.102699789092659,0,no
Delhi,2013,16787941,1,353,2.102699789092659,382,413,251,0,2.2754428312560786,2.4600991866721476,1.495120813207528,0.0,2.0768876103785847,-0.07591623036649214,-0.07591623036649212,98,0.5837523493798317,0,no
Delhi,2014,16787941,1,98,0.5837523493798317,353,382,413,0,2.102699789092659,2.2754428312560786,2.4600991866721476,0.0,2.2794139356736287,-0.7223796033994334,-0.7223796033994334,54,0.3216594578215399,0,no
Delhi,2015,16787941,1,54,0.3216594578215399,98,353,382,0,0.5837523493798317,2.102699789092659,2.2754428312560786,0.0,1.6539649899095232,-0.4489795918367347,-0.44897959183673475,31,0.18465635541606917,0,no
Delhi,2016,16787941,1,31,0.18465635541606917,54,98,353,0,0.3216594578215399,0.5837523493798317,2.102699789092659,0.0,1.0027038654313436,-0.42592592592592593,-0.425925925925926,577,3.4369908733894166,0,no
Delhi,2017,16787941,1,577,3.4369908733894166,31,54,98,0,0.18465635541606917,0.3216594578215399,0.5837523493798317,0.0,0.3633560542058136,17.612903225806452,17.612903225806452,473,2.8174985842516365,0,no
Delhi,2018,16787941,1,473,2.8174985842516365,577,31,54,0,3.4369908733894166,0.18465635541606917,0.3216594578215399,0.0,1.3144355622090085,-0.18024263431542462,-0.1802426343154245,713,4.247096174569591,0,no
Delhi,2019,16787941,1,713,4.247096174569591,473,577,31,0,2.8174985842516365,3.4369908733894166,0.18465635541606917,0.0,2.146381937685707,0.507399577167019,0.5073995771670188,496,2.9545016866571068,0,no
Delhi,2020,16787941,5,496,2.9545016866571068,713,473,577,0,4.247096174569591,2.8174985842516365,3.4369908733894166,0.0,3.5005285440702143,-0.30434782608695654,-0.3043478260869565,4906,29.22335740874953,0,no
Delhi,2021,16787941,9,4906,29.22335740874953,496,713,473,1,2.9545016866571068,4.247096174569591,2.8174985842516365,0.005956656626324813,3.3396988151594447,8.891129032258064,8.891129032258064,2871,17.10156117417854,0,no
Delhi,2022,16787941,7,2871,17.10156117417854,4906,496,713,7,29.22335740874953,2.9545016866571068,4.247096174569591,0.041696596384273685,12.14165175665874,-0.4147982062780269,-0.4147982062780268,1749,10.418192439442096,0,no
Delhi,2023,16787941,5,1749,10.418192439442096,2871,4906,496,2,17.10156117417854,29.22335740874953,2.9545016866571068,0.011913313252649625,16.42647342319506,-0.39080459770114945,-0.3908045977011495,34,0.2025263252950436,0,no
Goa,2003,1458545,2,11370,779.5439976140606,16818,12331,9164,15,1153.0669262861277,845.431577359629,628.2973785519131,1.028422160440713,875.5986273992233,-0.3239386371744559,-0.323938637174456,7839,537.4534210463167,1,no
Goa,2004,1458545,2,7839,537.4534210463167,11370,16818,12331,1,779.5439976140606,1153.0669262861277,845.431577359629,0.06856147736271422,926.0141670866057,-0.31055408970976256,-0.31055408970976245,3747,256.89985567809015,1,no
Goa,2005,1458545,2,3747,256.89985567809015,7839,11370,16818,7,537.4534210463167,779.5439976140606,1153.0669262861277,0.47993034153899944,823.354781648835,-0.5220053578262533,-0.5220053578262533,5010,343.4930015871982,1,no
Goa,2006,1458545,2,5010,343.4930015871982,3747,7839,11370,1,256.89985567809015,537.4534210463167,779.5439976140606,0.06856147736271422,524.6324247794892,0.33706965572457964,0.33706965572457964,9755,668.8172116732771,1,no
Goa,2007,1458545,2,9755,668.8172116732771,5010,3747,7839,7,343.4930015871982,256.89985567809015,537.4534210463167,0.47993034153899944,379.28209277053503,0.9471057884231537,0.9471057884231537,9822,673.410830656579,1,no
Goa,2008,1458545,2,9822,673.410830656579,9755,5010,3747,11,668.8172116732771,343.4930015871982,256.89985567809015,0.7541762509898564,423.0700229795218,0.006868272680676576,0.006868272680676639,5056,346.64682954588307,1,no
Goa,2009,1458545,2,5056,346.64682954588307,9822,9755,5010,21,673.410830656579,668.8172116732771,343.4930015871982,1.4397910246169985,561.9070146390181,-0.4852372225615964,-0.48523722256159646,2368,162.35357839490726,1,no
Goa,2010,1458545,2,2368,162.35357839490726,5056,9822,9755,10,346.64682954588307,673.410830656579,668.8172116732771,0.6856147736271422,562.9582906252464,-0.5316455696202531,-0.5316455696202531,1187,81.38247362954176,0,no
Goa,2011,1458545,2,1187,81.38247362954176,2368,5056,9822,1,162.35357839490726,346.64682954588307,673.410830656579,0.06856147736271422,394.1370795324565,-0.4987331081081081,-0.49873310810810817,1714,117.51437219969218,0,no
Goa,2012,1458545,2,1714,117.51437219969218,1187,2368,5056,3,81.38247362954176,162.35357839490726,346.64682954588307,0.20568443208814266,196.79429385677736,0.44397641112047176,0.4439764111204721,1530,104.89906036495273,0,no
Goa,2013,1458545,2,1530,104.89906036495273,1714,1187,2368,0,117.51437219969218,81.38247362954176,162.35357839490726,0.0,120.41680807471373,-0.1073512252042007,-0.10735122520420093,824,56.49465734687651,0,no
Goa,2014,1458545,2,824,56.49465734687651,1530,1714,1187,0,104.89906036495273,117.51437219969218,81.38247362954176,0.0,101.26530206472889,-0.46143790849673205,-0.461437908496732,651,44.63352176312695,0,no
Goa,2015,1458545,2,651,44.63352176312695,824,1530,1714,0,56.49465734687651,104.89906036495273,117.51437219969218,0.0,92.96936330384047,-0.2099514563106796,-0.2099514563106796,742,50.872616203133944,0,no
Goa,2016,1458545,2,742,50.872616203133944,651,824,1530,1,44.63352176312695,56.49465734687651,104.89906036495273,0.06856147736271422,68.67574649165206,0.13978494623655913,0.13978494623655915,653,44.77064471785238,0,no
Goa,2017,1458545,2,653,44.77064471785238,742,651,824,0,50.872616203133944,44.63352176312695,56.49465734687651,0.0,50.6669317710458,-0.11994609164420485,-0.11994609164420489,377,25.847676965743258,0,no
Goa,2018,1458545,2,377,25.847676965743258,653,742,651,1,44.77064471785238,50.872616203133944,44.63352176312695,0.06856147736271422,46.75892756137109,-0.4226646248085758,-0.42266462480857575,272,18.648721842658265,0,no
Goa,2019,1458545,2,272,18.648721842658265,377,653,742,0,25.847676965743258,44.77064471785238,50.872616203133944,0.0,40.49697929557653,-0.27851458885941643,-0.2785145888594165,239,16.386193089688696,0,no
Gujarat,2003,60439692,26,130744,216.32142003635622,82966,81347,36712,17,137.27071938089958,134.5920161207969,60.741540509504915,0.028127211502004347,110.86809200373379,0.5758744545958585,0.5758744545958582,222759,368.5640886455874,1,no
Gujarat,2004,60439692,26,222759,368.5640886455874,130744,82966,81347,65,216.32142003635622,137.27071938089958,134.5920161207969,0.10754522044884014,162.72805184601756,0.7037799057700544,0.7037799057700546,179023,296.2010461601955,1,no
Gujarat,2005,60439692,26,179023,296.2010461601955,222759,130744,82966,89,368.5640886455874,216.32142003635622,137.27071938089958,0.14725422492225804,240.7187426876144,-0.19633774617411642,-0.1963377461741164,89835,148.6357673695624,0,no
Gujarat,2006,60439692,26,89835,148.6357673695624,179023,222759,130744,54,296.2010461601955,368.5640886455874,216.32142003635622,0.08934526006519027,293.69551828071303,-0.4981929696184289,-0.49819296961842885,71121,117.67267113141477,0,no
Gujarat,2007,60439692,32,71121,117.67267113141477,89835,179023,222759,45,148.6357673695624,296.2010461601955,368.5640886455874,0.07445438338765856,271.1336340584484,-0.20831524461512774,-0.20831524461512776,51161,84.64801574435555,0,no
Gujarat,2008,60439692,33,51161,84.64801574435555,71121,89835,179023,73,117.67267113141477,148.6357673695624,296.2010461601955,0.12078155527331277,187.50316155372423,-0.2806484723218177,-0.2806484723218178,45902,75.94678013911785,0,no
Gujarat,2009,60439692,33,45902,75.94678013911785,51161,71121,89835,43,84.64801574435555,117.67267113141477,148.6357673695624,0.0711452996815404,116.98548474844422,-0.10279314321455796,-0.10279314321455799,66501,110.02868777028182,0,no
Gujarat,2010,60439692,33,66501,110.02868777028182,45902,51161,71121,34,75.94678013911785,84.64801574435555,117.67267113141477,0.056254423004008694,92.75582233829606,0.44876040259683675,0.44876040259683675,89764,148.51829489799516,0,no
Gujarat,2011,60439692,34,89764,148.51829489799516,66501,45902,51161,71,110.02868777028182,75.94678013911785,84.64801574435555,0.1174724715671946,90.20782788458507,0.34981428850693974,0.3498142885069396,76246,126.15219812834255,0,no
Gujarat,2012,60439692,34,76246,126.15219812834255,89764,66501,45902,127,148.51829489799516,110.02868777028182,75.94678013911785,0.21012681533850303,111.49792093579828,-0.15059489327570072,-0.15059489327570064,58513,96.8122074480459,0,no
Gujarat,2013,60439692,34,58513,96.8122074480459,76246,89764,66501,29,126.15219812834255,148.51829489799516,110.02868777028182,0.047981713738713294,128.23306026553985,-0.23257613514151562,-0.23257613514151562,41608,68.84217742208216,0,no
Gujarat,2014,60439692,41,41608,68.84217742208216,58513,76246,89764,38,96.8122074480459,126.15219812834255,148.51829489799516,0.062872590416245,123.82756682479453,-0.2889101567173107,-0.28891015671731074,41566,68.77268666425368,0,no
Gujarat,2015,60439692,41,41566,68.77268666425368,41608,58513,76246,16,68.84217742208216,96.8122074480459,126.15219812834255,0.026472669648945263,97.2688609994902,-0.001009421265141319,-0.0010094212651412357,44783,74.09534780554473,0,no
Gujarat,2016,60439692,41,44783,74.09534780554473,41566,41608,58513,7,68.77268666425368,68.84217742208216,96.8122074480459,0.011581792971413554,78.14235717812726,0.07739498628686907,0.07739498628686897,38588,63.84546102584374,0,no
Gujarat,2017,60439692,41,38588,63.84546102584374,44783,41566,41608,6,74.09534780554473,68.77268666425368,68.84217742208216,0.009927251118354475,70.57007063062686,-0.13833374271486948,-0.13833374271486948,22114,36.58853853854848,0,no
Gujarat,2018,60439692,41,22114,36.58853853854848,38588,44783,41566,7,63.84546102584374,74.09534780554473,68.77268666425368,0.011581792971413554,68.90449849854738,-0.4269202860993055,-0.42692028609930543,13883,22.970004546019194,0,no
Gujarat,2019,60439692,41,13883,22.970004546019194,22114,38588,44783,2,36.58853853854848,63.84546102584374,74.09534780554473,0.003309083706118158,58.17644912331232,-0.37220765126164423,-0.3722076512616443,4771,7.893819180944867,0,no
Gujarat,2020,60439692,41,4771,7.893819180944867,13883,22114,38588,1,22.970004546019194,36.58853853854848,63.84546102584374,0.001654541853059079,41.1346680368038,-0.6563422891305913,-0.6563422891305913,3791,6.272368164946968,0,no
Gujarat,2021,60439692,39,3791,6.272368164946968,4771,13883,22114,1,7.893819180944867,22.970004546019194,36.58853853854848,0.001654541853059079,22.484120755170846,-0.20540767134772583,-0.20540767134772597,4780,7.9087100576223985,0,no
Gujarat,2022,60439692,40,4780,7.9087100576223985,3791,4771,13883,0,6.272368164946968,7.893819180944867,22.970004546019194,0.0,12.378730630637008,0.260881034027961,0.26088103402796115,4311,7.132729928537691,0,no
Gujarat,2023,60439692,41,4311,7.132729928537691,4780,3791,4771,0,7.9087100576223985,6.272368164946968,7.893819180944867,0.0,7.358299134504745,-0.09811715481171548,-0.09811715481171546,398,0.6585076575175135,0,no
Haryana,2003,25351462,19,4374,17.2534428191952,936,1202,1050,0,3.692094759663171,4.74134391144779,4.141772967570864,0.0,4.191737212893941,3.673076923076923,3.6730769230769225,10064,39.69790775774588,0,no
Haryana,2004,25351462,19,10064,39.69790775774588,4374,936,1202,0,17.2534428191952,3.692094759663171,4.74134391144779,0.0,8.562293830102053,1.3008687700045725,1.3008687700045722,33262,131.20347852127819,0,no
Haryana,2005,25351462,19,33262,131.20347852127819,10064,4374,936,0,39.69790775774588,17.2534428191952,3.692094759663171,0.0,20.214481778868084,2.305047694753577,2.3050476947535774,47142,185.9537726068816,1,no
Haryana,2006,25351462,20,47142,185.9537726068816,33262,10064,4374,0,131.20347852127819,39.69790775774588,17.2534428191952,0.0,62.71827636607309,0.417293007035055,0.417293007035055,30895,121.86673888866842,0,no
Haryana,2007,25351462,20,30895,121.86673888866842,47142,33262,10064,0,185.9537726068816,131.20347852127819,39.69790775774588,0.0,118.95171962863522,-0.3446395995078698,-0.34463959950786993,35683,140.75322362079157,0,no
Haryana,2008,25351462,20,35683,140.75322362079157,30895,47142,33262,0,121.86673888866842,185.9537726068816,131.20347852127819,0.0,146.34133000560942,0.1549765334196472,0.1549765334196473,30168,118.99905417683604,0,no
Haryana,2009,25351462,21,30168,118.99905417683604,35683,30895,47142,0,140.75322362079157,121.86673888866842,185.9537726068816,0.0,149.52457837211387,-0.15455539052209735,-0.1545553905220973,18921,74.63474887562698,0,no
Haryana,2010,25351462,21,18921,74.63474887562698,30168,35683,30895,0,118.99905417683604,140.75322362079157,121.86673888866842,0.0,127.20633889543201,-0.37281225139220364,-0.37281225139220364,33401,131.7517703712709,0,no
Haryana,2011,25351462,21,33401,131.7517703712709,18921,30168,35683,0,74.63474887562698,118.99905417683604,140.75322362079157,0.0,111.4623422244182,0.7652872469742614,0.7652872469742614,26819,105.78877068312667,0,no
Haryana,2012,25351462,21,26819,105.78877068312667,33401,18921,30168,1,131.7517703712709,74.63474887562698,118.99905417683604,0.003944545683400824,108.46185780791131,-0.1970599682644232,-0.19705996826442335,14471,57.08152058449331,0,no
Haryana,2013,25351462,21,14471,57.08152058449331,26819,33401,18921,1,105.78877068312667,131.7517703712709,74.63474887562698,0.003944545683400824,104.05842997667486,-0.46041985159774784,-0.46041985159774784,4485,17.69128739005269,0,no
Haryana,2014,25351462,21,4485,17.69128739005269,14471,26819,33401,3,57.08152058449331,105.78877068312667,131.7517703712709,0.01183363705020247,98.2073538796303,-0.6900697947619376,-0.6900697947619377,9308,36.71583122109487,0,no
Haryana,2015,25351462,21,9308,36.71583122109487,4485,14471,26819,1,17.69128739005269,57.08152058449331,105.78877068312667,0.003944545683400824,60.18719288589089,1.0753623188405796,1.0753623188405803,7866,31.027796345630872,0,no
Haryana,2016,25351462,21,7866,31.027796345630872,9308,4485,14471,3,36.71583122109487,17.69128739005269,57.08152058449331,0.01183363705020247,37.16287973188029,-0.1549204984959175,-0.15492049849591769,5696,22.46813221265109,0,no
Haryana,2017,25351462,21,5696,22.46813221265109,7866,9308,4485,0,31.027796345630872,36.71583122109487,17.69128739005269,0.0,28.47830498559281,-0.2758708365115688,-0.2758708365115687,3149,12.421374357029192,0,no
Haryana,2018,25351462,21,3149,12.421374357029192,5696,7866,9308,0,22.46813221265109,31.027796345630872,36.71583122109487,0.0,30.070586593125608,-0.4471558988764045,-0.4471558988764045,1497,5.9049848880510325,0,no
Haryana,2019,25351462,22,1497,5.9049848880510325,3149,5696,7866,0,12.421374357029192,22.46813221265109,31.027796345630872,0.0,21.972434305103718,-0.5246109876151159,-0.5246109876151159,111,0.4378445708574914,0,no
Haryana,2020,25351462,22,111,0.4378445708574914,1497,3149,5696,0,5.9049848880510325,12.421374357029192,22.46813221265109,0.0,13.598163819243771,-0.9258517034068137,-0.9258517034068137,54,0.21300546690364444,0,no
Haryana,2021,25351462,22,54,0.21300546690364444,111,1497,3149,0,0.4378445708574914,5.9049848880510325,12.421374357029192,0.0,6.254734605312572,-0.5135135135135135,-0.5135135135135136,52,0.20511637553684278,0,no
Haryana,2022,25351462,22,52,0.20511637553684278,54,111,1497,0,0.21300546690364444,0.4378445708574914,5.9049848880510325,0.0,2.185278308604056,-0.037037037037037035,-0.0370370370370371,85,0.33528638308906994,0,no
Haryana,2023,25351462,22,85,0.33528638308906994,52,54,111,0,0.20511637553684278,0.21300546690364444,0.4378445708574914,0.0,0.28532213776599286,0.6346153846153846,0.6346153846153847,7,0.027611819783805763,0,no
Himachal Pradesh,2003,6864602,10,133,1.9374757633435993,176,349,491,0,2.563877701868222,5.084052942909145,7.152636088734642,0.0,4.933522244504004,-0.24431818181818182,-0.24431818181818193,126,1.8355033547465682,0,no
