year,state,district,total_cases,total_deaths,population_2011,cases_per_100k,deaths_per_100k
2000,Kerala,Pathanamthitta,255,0,33406061,0.7633345338140883,0.0
2000,Kerala,Thiruvananthapuram,179,1,33406061,0.5358309080498894,0.0029934687600552488
2000,Kerala,Thrissur,284,1,33406061,0.8501451278556906,0.0029934687600552488
2000,Kerala,Wayanad,25,0,33406061,0.07483671900138121,0.0
2000,Lakshadweep,Lakshadweep District,5,0,64473,7.7551843407317795,0.0
2000,Madhya Pradesh,Balaghat,6310,0,72626809,8.688251744614032,0.0
2000,Madhya Pradesh,Barwani,784,0,72626809,1.0794911834829477,0.0
2000,Madhya Pradesh,Betul,16764,27,72626809,23.0823854590665,0.03717635453321376
2000,Madhya Pradesh,Bhind,2790,0,72626809,3.8415566350987556,0.0
2000,Madhya Pradesh,Bhopal,4449,1,72626809,6.125837085861779,0.0013769020197486577
2000,Madhya Pradesh,Chhatarpur,4051,0,72626809,5.577830082001813,0.0
2000,Madhya Pradesh,Chhindwara,13170,8,72626809,18.133799600089823,0.011015216157989262
2000,Madhya Pradesh,Damoh,2093,0,72626809,2.881855927333941,0.0
2000,Madhya Pradesh,Datia,154,0,72626809,0.21204291104129333,0.0
2000,Madhya Pradesh,Dewas,721,0,72626809,0.9927463562387824,0.0
2000,Madhya Pradesh,Dhar,2088,0,72626809,2.8749714172351974,0.0
2000,Madhya Pradesh,Dindori,20135,3,72626809,27.723922167639223,0.004130706059245973
2000,Madhya Pradesh,East Nimar,2143,0,72626809,2.9507010283213737,0.0
2000,Madhya Pradesh,Guna,4007,0,72626809,5.517246393132872,0.0
2000,Madhya Pradesh,Gwalior,1799,0,72626809,2.4770467335278354,0.0
2000,Madhya Pradesh,Harda,1362,2,72626809,1.875340550897672,0.0027538040394973155
2000,Madhya Pradesh,Indore,1119,0,72626809,1.5407533600987482,0.0
2000,Madhya Pradesh,Jabalpur,1541,0,72626809,2.121806012432682,0.0
2000,Madhya Pradesh,Jhabua,3941,0,72626809,5.42637085982946,0.0
2000,Madhya Pradesh,Katni,1278,0,72626809,1.7596807812387847,0.0
2000,Madhya Pradesh,Khargone,2100,0,72626809,2.891494241472181,0.0
2000,Madhya Pradesh,Mandla,29946,10,72626809,41.23270788339331,0.013769020197486579
2000,Madhya Pradesh,Mandsaur,770,0,72626809,1.0602145552064666,0.0
2000,Madhya Pradesh,Morena,869,0,72626809,1.1965278551615837,0.0
2000,Madhya Pradesh,Narmadapuram,2507,0,72626809,3.451893363509885,0.0
2000,Madhya Pradesh,Narsinghpur,2791,0,72626809,3.8429335371185043,0.0
2000,Madhya Pradesh,Neemuch,592,0,72626809,0.8151259956912054,0.0
2000,Madhya Pradesh,Panna,1078,0,72626809,1.4843003772890533,0.0
2000,Madhya Pradesh,Raisen,1318,0,72626809,1.814756862028731,0.0
2000,Madhya Pradesh,Rajgarh,1703,0,72626809,2.344864139631964,0.0
2000,Madhya Pradesh,Ratlam,2083,0,72626809,2.8680869071364543,0.0
2000,Madhya Pradesh,Rewa,2395,3,72626809,3.2976803372980354,0.004130706059245973
2000,Madhya Pradesh,Sagar,12739,0,72626809,17.540354829578153,0.0
2000,Madhya Pradesh,Satna,3418,0,72626809,4.706251103500913,0.0
2000,Madhya Pradesh,Sehore,2633,0,72626809,3.625383017998216,0.0
2000,Madhya Pradesh,Seoni,16326,4,72626809,22.479302374416587,0.005507608078994631
2000,Madhya Pradesh,Shahdol,8235,1,72626809,11.338788132630198,0.0013769020197486577
2000,Madhya Pradesh,Shajapur,951,0,72626809,1.3094338207809737,0.0
2000,Madhya Pradesh,Sheopur,985,0,72626809,1.356248489452428,0.0
2000,Madhya Pradesh,Shivpuri,3635,0,72626809,5.005038841786371,0.0
2000,Madhya Pradesh,Sidhi,2071,33,72626809,2.8515640828994706,0.04543776665170571
2000,Madhya Pradesh,Tikamgarh,1997,0,72626809,2.7496733334380696,0.0
2000,Madhya Pradesh,Ujjain,214,0,72626809,0.2946570322262128,0.0
2000,Madhya Pradesh,Umaria,764,0,72626809,1.0519531430879745,0.0
2000,Madhya Pradesh,Vidisha,1870,1,72626809,2.5748067769299903,0.0013769020197486577
2000,Maharashtra,Ahmednagar,1180,2,112374333,1.050061849977788,0.0017797658474199797
2000,Maharashtra,Akola,1106,1,112374333,0.9842105136232489,0.0008898829237099898
2000,Maharashtra,Amravati,1929,0,112374333,1.7165841598365703,0.0
2000,Maharashtra,Aurangabad,1850,3,112374333,1.6462834088634812,0.0026696487711299695
2000,Maharashtra,Beed,1740,0,112374333,1.5483962872553825,0.0
2000,Maharashtra,Bhandara,1374,1,112374333,1.2226991371775262,0.0008898829237099898
2000,Maharashtra,Buldhana,880,1,112374333,0.7830969728647911,0.0008898829237099898
2000,Maharashtra,Chandrapur,4136,1,112374333,3.6805557724645186,0.0008898829237099898
2000,Maharashtra,Dhule,1367,0,112374333,1.2164699567115562,0.0
2000,Maharashtra,Gadchiroli,17865,3,112374333,15.89775843207897,0.0026696487711299695
2000,Maharashtra,Gondia,3931,3,112374333,3.49812977310397,0.0026696487711299695
2000,Maharashtra,Hingoli,193,0,112374333,0.17174740427602803,0.0
2000,Maharashtra,Jalgaon,1265,0,112374333,1.125701898493137,0.0
2000,Maharashtra,Jalna,321,0,112374333,0.2856524185109067,0.0
2000,Maharashtra,Kolhapur,266,1,112374333,0.2367088577068573,0.0008898829237099898
2000,Maharashtra,Latur,860,0,112374333,0.7652993143905913,0.0
2000,Maharashtra,Mumbai,11222,5,112374333,9.986266169873508,0.00444941461854995
2000,Maharashtra,Nagpur,2459,2,112374333,2.188222109402865,0.0017797658474199797
2000,Maharashtra,Nagpur MC#,393,0,112374333,0.34972398901802604,0.0
2000,Maharashtra,Nanded,1160,0,112374333,1.0322641915035884,0.0
2000,Maharashtra,Nandurbar,1044,0,112374333,0.9290377723532295,0.0
2000,Maharashtra,Nashik,513,0,112374333,0.45650993986322486,0.0
2000,Maharashtra,Osmanabad,535,0,112374333,0.4760873641848446,0.0
2000,Maharashtra,Parbhani,699,0,112374333,0.622028163673283,0.0
2000,Maharashtra,Pune,1544,4,112374333,1.3739792342082242,0.0035595316948399593
2000,Maharashtra,Pune MC#,147,0,112374333,0.13081278978536853,0.0
2000,Maharashtra,Raigad,3695,3,112374333,3.2881174031084126,0.0026696487711299695
2000,Maharashtra,Ratnagiri,878,0,112374333,0.7813172070173712,0.0
2000,Maharashtra,Sangli,486,1,112374333,0.43248310092305514,0.0008898829237099898
2000,Maharashtra,Satara,1343,2,112374333,1.1951127665425163,0.0017797658474199797
2000,Maharashtra,Sindhudurg,270,0,112374333,0.24026838940169726,0.0
2000,Maharashtra,Solapur,2219,3,112374333,1.9746502077124675,0.0026696487711299695
2000,Maharashtra,Thane,6319,4,112374333,5.623170194923427,0.0035595316948399593
2000,Maharashtra,Wardha,1411,0,112374333,1.2556248053547958,0.0
2000,Maharashtra,Washim,718,0,112374333,0.6389359392237728,0.0
2000,Maharashtra,Yavatmal,4088,0,112374333,3.6378413921264388,0.0
2000,Manipur,Bishnupur,43,0,2855794,1.5057108460904394,0.0
2000,Manipur,Chandel,50,0,2855794,1.7508265652214412,0.0
2000,Manipur,Churachandpur,173,0,2855794,6.057859915666186,0.0
2000,Manipur,Imphal,266,0,2855794,9.314397326978066,0.0
2000,Manipur,Senapati,91,0,2855794,3.1865043487030227,0.0
2000,Manipur,Tamenglong,208,0,2855794,7.2834385113211955,0.0
2000,Manipur,Thoubal,158,0,2855794,5.532611946099753,0.0
2000,Manipur,Ukhrul,75,0,2855794,2.6262398478321614,0.0
2000,Meghalaya,Garo Hills,7052,5,2966889,237.69005176803043,0.1685266958083029
2000,Meghalaya,Khasi Hills,2654,2,2966889,89.45397013504719,0.06741067832332116
2000,Meghalaya,West Jaintia Hills,3993,4,2966889,134.5854192725107,0.13482135664664233
2000,Mizoram,Aizawl,1092,5,1097206,99.52552209885837,0.4557029400130878
2000,Mizoram,Aizawl West#,4793,24,1097206,436.836838296546,2.1873741120628214
2000,Mizoram,Chhimtuipui#,1211,2,1097206,110.37125207116985,0.1822811760052351
2000,Mizoram,Lunglei,1963,2,1097206,178.90897424913825,0.1822811760052351
2000,Nagaland,Mon,94,0,1978502,4.7510692432961905,0.0
2000,Nagaland,Dimapur,47,0,1978502,2.3755346216480953,0.0
2000,Nagaland,Kohima,228,0,1978502,11.523870079484377,0.0
2000,Nagaland,Mokokchung,1429,0,1978502,72.22636115606656,0.0
2000,Nagaland,Phek,213,0,1978502,10.765720732149878,0.0
2000,Nagaland,Tuensang,405,0,1978502,20.470032378031462,0.0
2000,Nagaland,UVBDS Dimapur#,553,0,1978502,27.950439271731845,0.0
2000,Nagaland,Wokha,333,0,1978502,16.830915510825868,0.0
2000,Nagaland,Zunheboto,141,0,1978502,7.126603864944286,0.0
2000,Odisha,Anugul,16327,49,41974218,38.89768714690528,0.11673832732273892
2000,Odisha,Balangir,25324,6,41974218,60.33227349226613,0.014294489059927215
2000,Odisha,Baleshwar,7431,15,41974218,17.703724700719857,0.03573622264981804
2000,Odisha,Bargarh,17076,5,41974218,40.682115864552856,0.011912074216606013
2000,Odisha,Bhadrak,1104,6,41974218,2.6301859870266076,0.014294489059927215
2000,Odisha,Boudh,2405,0,41974218,5.729707698187492,0.0
2000,Odisha,Cuttack,3918,1,41974218,9.334301356132471,0.0023824148433212026
2000,Odisha,Deogarh,11231,9,41974218,26.75690110534043,0.021441733589890825
2000,Odisha,Dhenkanal,25011,4,41974218,59.586577646306594,0.00952965937328481
