year,state,total_cases,total_deaths,district_count,population_2011,cases_per_100k,deaths_per_100k,selected_region
2007,Lakshadweep,0,0,1,64473,0.0,0.0,no
2007,Madhya Pradesh,90829,41,48,72626809,125.06263355175085,0.056452982809694977,no
2007,Maharashtra,67850,182,36,112374333,60.378556373722816,0.16195869211521816,no
2007,Manipur,1194,4,11,2855794,41.80973837748801,0.14006612521771528,no
2007,Meghalaya,36337,237,7,2966889,1224.7509091172606,7.988165381313558,no
2007,Mizoram,6081,75,9,1097206,554.2259156439173,6.835544100196317,yes
2007,Nagaland,4976,26,18,1978502,251.5034101557643,1.3141255353797974,no
2007,Odisha,371879,221,30,41974218,885.9700495194455,0.5265136803739857,yes
2007,Puducherry,68,0,4,1247953,5.448923156561184,0.0,no
2007,Punjab,3703,2,21,27743338,13.347348469747944,0.007208937871859543,no
2007,Rajasthan,49714,44,30,68548437,72.52390014377717,0.06418818856511638,no
2007,Sikkim,3697,0,6,610577,605.4928371032646,0.0,no
2007,Tamil Nadu,22378,1,40,72147030,31.017215816091113,0.001386058442045362,no
2007,Tripura,18694,51,6,3673917,508.8302212597617,1.3881641855273268,yes
2007,Uttar Pradesh,82083,0,67,199812341,41.080045201011885,0.0,no
2007,Uttarakhand,2274,3,17,10086292,22.545450795991233,0.02974333878099107,no
2007,West Bengal,77475,72,15,91276115,84.8798176828626,0.07888153434225373,no
2008,Andaman And Nicobar Islands,29938,46,8,380581,7866.393750607624,12.086783102677222,no
2008,Andhra Pradesh,21071,0,19,49577103,42.50147492482568,0.0,no
2008,Arunachal Pradesh,35784,33,19,1383727,2586.0592443451633,2.384863488245875,no
2008,Assam,64811,73,23,31205576,207.69044609207023,0.23393255102870075,no
2008,Bihar,47685,7,42,104099452,45.807157563134915,0.006724338952331852,no
2008,Chhattisgarh,81369,4,14,25545198,318.52953341759184,0.01565852024321753,no
2008,D & N Haveli,15680,0,2,343709,4561.99866747743,0.0,no
2008,Daman & Diu,115,0,2,243247,47.277047610042466,0.0,no
2008,Delhi,253,0,1,16787941,1.5070341264601776,0.0,no
2008,Goa,9822,21,2,1458545,673.410830656579,1.4397910246169985,no
2008,Gujarat,51161,43,33,60439692,84.64801574435555,0.0711452996815404,no
2008,Haryana,35683,0,20,25351462,140.75322362079157,0.0,no
2008,Himachal Pradesh,146,0,10,6864602,2.1268530935952294,0.0,no
2008,Jammu And Kashmir,217,1,14,12267032,1.7689690546172865,0.008151931127268601,no
2008,Jharkhand,214299,25,24,32988134,649.6244983120295,0.07578482614384918,no
2008,Karnataka,47344,8,33,61095297,77.49205311171497,0.01309429758562267,no
2008,Kerala,1804,4,14,33406061,5.400217643139668,0.011973875040220995,no
2008,Lakshadweep,0,0,1,64473,0.0,0.0,no
2008,Madhya Pradesh,105312,53,48,72626809,145.00430550377067,0.07297580704667887,no
2008,Maharashtra,67333,148,36,112374333,59.91848690216475,0.1317026727090785,no
2008,Manipur,708,2,12,2855794,24.791704163535602,0.07003306260885764,no
2008,Meghalaya,39616,73,7,2966889,1335.2707162283457,2.4604897588012222,no
2008,Mizoram,7361,91,9,1097206,670.8858682872678,8.293793508238197,yes
2008,Nagaland,5078,19,12,1978502,256.6588257176389,0.9603225066236982,no
2008,Odisha,375430,239,30,41974218,894.430004628079,0.5693971475537675,yes
2008,Puducherry,72,0,4,1247953,5.769448048123607,0.0,no
2008,Punjab,3907,5,21,27743338,14.082660132677617,0.018022344679648857,no
2008,Rajasthan,52694,49,30,68548437,76.8711910965964,0.07148230090206142,no
2008,Sikkim,3418,0,6,610577,559.7983546710734,0.0,no
2008,Tamil Nadu,21034,2,40,72147030,29.154353269982145,0.002772116884090724,no
2008,Tripura,26126,51,6,3673917,711.1211276683714,1.3881641855273268,yes
2008,Uttar Pradesh,92962,0,68,199812341,46.52465385008426,0.0,no
2008,Uttarakhand,2501,4,17,10086292,24.796030097086224,0.039657785041321426,no
2008,West Bengal,80434,75,16,91276115,88.12162962895604,0.08216826493984762,no
2009,Andhra Pradesh,25152,3,23,49577103,50.73309749462368,0.0060511805217824035,no
2009,Arunachal Pradesh,22066,15,15,1383727,1594.6787191404085,1.0840288582935798,no
2009,Assam,91413,63,27,31205576,292.9380313313236,0.20188699609326233,no
2009,Bihar,3255,21,38,104099452,3.1268176128343117,0.020173016856995556,no
2009,Chandigarh,430,0,1,1055450,40.74091619688284,0.0,no
2009,Chhattisgarh,129397,11,16,25545198,506.54138597790467,0.04306093066884821,no
2009,D & N Haveli,3408,0,1,343709,991.5364450741761,0.0,no
2009,Daman & Diu,97,0,2,243247,39.87716189716626,0.0,no
2009,Delhi,169,0,1,16787941,1.0066749698488935,0.0,no
2009,Goa,5056,10,2,1458545,346.64682954588307,0.6856147736271422,no
2009,Gujarat,45902,34,33,60439692,75.94678013911785,0.056254423004008694,no
2009,Haryana,30168,0,21,25351462,118.99905417683604,0.0,no
2009,Himachal Pradesh,192,0,10,6864602,2.7969574929471515,0.0,no
2009,Jammu And Kashmir,346,0,14,12267032,2.820568170034936,0.0,no
2009,Jharkhand,230683,28,24,32988134,699.2908419736624,0.08487900528111109,no
2009,Karnataka,36859,0,33,61095297,60.33033933855825,0.0,no
2009,Kerala,2046,5,14,33406061,6.124637083073038,0.014967343800276244,no
2009,Lakshadweep,8,0,1,64473,12.408294945170846,0.0,no
2009,Madhya Pradesh,87628,26,48,72626809,120.6551701865354,0.0357994525134651,no
2009,Maharashtra,93818,227,36,112374333,83.48703613662383,0.20200342368216773,no
2009,Manipur,1069,1,12,2855794,37.432671964434405,0.03501653130442882,no
2009,Meghalaya,76759,192,7,2966889,2587.1881287099045,6.471425119038832,no
2009,Mizoram,9399,119,9,1097206,856.6303866366025,10.845729972311489,yes
2009,Nagaland,8489,35,12,1978502,429.06198730150385,1.7690151437804966,no
2009,Odisha,380904,198,30,41974218,907.4713434804193,0.47171813897759807,yes
2009,Puducherry,65,0,4,1247953,5.2085294878893675,0.0,no
2009,Punjab,3701,3,21,27743338,13.340139531876085,0.010813406807789316,no
2009,Rajasthan,30775,15,31,68548437,44.895261433896735,0.021882337010835126,no
2009,Sikkim,1231,1,6,610577,201.61257302518766,0.16377950692541646,no
2009,Tamil Nadu,14986,1,40,72147030,20.771471812491797,0.001386058442045362,no
2009,Tripura,24613,62,6,3673917,669.9389234977274,1.6875721471116523,yes
2009,Uttar Pradesh,55101,0,68,199812341,27.576374774569103,0.0,no
2009,Uttarakhand,3782,1,17,10086292,37.49643575656941,0.009914446260330357,no
2009,West Bengal,127662,58,15,91276115,139.86353385001104,0.06354345822014884,no
2010,Andaman And Nicobar Islands,22081,20,8,380581,5801.918645439473,5.2551230881205315,no
2010,Andhra Pradesh,30393,20,19,49577103,61.30450986617753,0.040341203478549366,no
2010,Arunachal Pradesh,23023,104,19,1383727,1663.839760299539,7.515933417502152,no
2010,Assam,49964,32,23,31205576,160.11241067942473,0.10254577579340309,no
2010,Bihar,32827,4,42,104099452,31.534267826885394,0.0038424794013324874,no
2010,Chhattisgarh,120871,47,16,25545198,473.1652500794866,0.183987612857806,no
2010,D & N Haveli,21803,0,2,343709,6343.447509375663,0.0,no
2010,Daman & Diu,204,0,2,243247,83.86537141259707,0.0,no
2010,Delhi,251,0,1,16787941,1.495120813207528,0.0,no
2010,Goa,2368,1,2,1458545,162.35357839490726,0.06856147736271422,no
2010,Gujarat,66501,71,33,60439692,110.02868777028182,0.1174724715671946,no
2010,Haryana,18921,0,21,25351462,74.63474887562698,0.0,no
